no,chapter,speaker,content,Additional Info
783,7,Nick_narrator,"Tom came out of the house wrapping a quart bottle in a towel, followed by Daisy and Jordan wearing small tight hats of metallic cloth and carrying light capes over their arms.",
784,7,Nick_narrator,"suggested Gatsby. He felt the hot, green leather of the seat.",
785,7,Nick_narrator,demanded Tom.,
786,7,Nick_narrator,The suggestion was distasteful to Gatsby.,
787,7,Nick_narrator,he objected.,
788,7,Nick_narrator,said Tom boisterously. He looked at the gauge.,
789,7,Nick_narrator,"A pause followed this apparently pointless remark. Daisy looked at Tom frowning, and an indefinable expression, at once definitely unfamiliar and vaguely recognizable, as if I had only heard it described in words, passed over Gatsby’s face.",
790,7,Nick_narrator,"Come on, Daisy, said Tom, pressing her with his hand toward Gatsby’s car.",
791,7,Nick_narrator,"He opened the door, but she moved out from the circle of his arm.",
792,7,Nick_narrator,"She walked close to Gatsby, touching his coat with her hand. Jordan and Tom and I got into the front seat of Gatsby’s car, Tom pushed the unfamiliar gears tentatively, and we shot off into the oppressive heat, leaving them out of sight behind.",
793,7,Nick_narrator,demanded Tom.,
794,7,Nick_narrator,"He looked at me keenly, realizing that Jordan and I must have known all along.",
795,7,Nick_narrator,he suggested.,
796,7,Nick_narrator,"He paused. The immediate contingency overtook him, pulled him back from the edge of theoretical abyss.",
797,7,Nick_narrator,he continued.,
798,7,Nick_narrator,inquired Jordan humorously.,
799,7,Nick_narrator,"Confused, he stared at us as we laughed.",
800,7,Nick_narrator,said Jordan helpfully.,
801,7,Nick_narrator,He was incredulous.,
802,7,Nick_narrator,"snorted Tom contemptuously,",
803,7,Nick_narrator,demanded Jordan crossly.,
804,7,Nick_narrator,"We were all irritable now with the fading ale, and aware of it we drove for a while in silence. Then as Doctor T. J. Eckleburg’s faded eyes came into sight down the road, I remembered Gatsby’s caution about gasoline.",
805,7,Nick_narrator,said Tom.,
806,7,Nick_narrator,objected Jordan.,
807,7,Nick_narrator,"Tom threw on both brakes impatiently, and we slid to an abrupt dusty stop under Wilson’s sign. After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed at the car.",
808,7,Nick_narrator,cried Tom roughly.,
809,7,Nick_narrator,said Wilson without moving.,
810,7,Nick_narrator,Tom demanded.,
811,7,Nick_narrator,"With an effort Wilson left the shade and support of the doorway and, breathing hard, unscrewed the cap of the tank. In the sunlight his face was green.",
812,7,Nick_narrator,he said.,
813,7,Nick_narrator,inquired Tom.,
814,7,Nick_narrator,"said Wilson, as he strained at the handle.",
815,7,Nick_narrator,Wilson smiled faintly.,
816,7,Nick_narrator,"exclaimed Tom, startled.",
817,7,Nick_narrator,"He rested for a moment against the pump, shading his eyes.",
818,7,Nick_narrator,The coupé flashed by us with a flurry of dust and the flash of a waving hand.,
819,7,Nick_narrator,demanded Tom harshly.,
820,7,Nick_narrator,remarked Wilson.,
821,7,Nick_narrator,"The relentless beating heat was beginning to confuse me and I had a bad moment there before I realized that so far his suspicions hadn’t alighted on Tom. He had discovered that Myrtle had some sort of life apart from him in another world, and the shock had made him physically sick. I stared at him and then at Tom, who had made a parallel discovery less than an hour before—and it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well. Wilson was so sick that he looked guilty, unforgivably guilty—as if he had just got some poor girl with child.",
822,7,Nick_narrator,said Tom.,
823,7,Nick_narrator,"That locality was always vaguely disquieting, even in the broad glare of afternoon, and now I turned my head as though I had been warned of something behind. Over the ash-heaps the giant eyes of Doctor T. J. Eckleburg kept their vigil, but I perceived, after a moment, that other eyes were regarding us with peculiar intensity from less than twenty feet away.",
824,7,Nick_narrator,"In one of the windows over the garage the curtains had been moved aside a little, and Myrtle Wilson was peering down at the car. So engrossed was she that she had no consciousness of being observed, and one emotion after another crept into her face like objects into a slowly developing picture. Her expression was curiously familiar—it was an expression I had often seen on women’s faces, but on Myrtle Wilson’s face it seemed purposeless and inexplicable until I realized that her eyes, wide with jealous terror, were fixed not on Tom, but on Jordan Baker, whom she took to be his wife.",
825,7,Nick_narrator,"There is no confusion like the confusion of a simple mind, and as we drove away Tom was feeling the hot whips of panic. His wife and his mistress, until an hour ago secure and inviolate, were slipping precipitately from his control. Instinct made him step on the accelerator with the double purpose of overtaking Daisy and leaving Wilson behind, and we sped along toward Astoria at fifty miles an hour, until, among the spidery girders of the elevated, we came in sight of the easygoing blue coupé.",
826,7,Nick_narrator,suggested Jordan.,
827,7,Nick_narrator,"The word ""sensuous"" had the effect of further disquieting Tom, but before he could invent a protest the coupé came to a stop, and Daisy signalled us to draw up alongside.",
828,7,Nick_narrator,she cried.,
829,7,Nick_narrator,she complained.  With an effort her wit rose faintly.,
830,7,Nick_narrator,"Tom said impatiently, as a truck gave out a cursing whistle behind us.",
831,7,Nick_narrator,"Several times he turned his head and looked back for their car, and if the traffic delayed them he slowed up until they came into sight. I think he was afraid they would dart down a side-street and out of his life forever.",
832,7,Nick_narrator,But they didn’t. And we all took the less explicable step of engaging the parlour of a suite in the Plaza Hotel.,
833,7,Nick_narrator,"The prolonged and tumultuous argument that ended by herding us into that room eludes me, though I have a sharp physical memory that, in the course of it, my underwear kept climbing like a damp snake around my legs and intermittent beads of sweat raced cool across my back. The notion originated with Daisy’s suggestion that we hire five bathrooms and take cold baths, and then assumed more tangible form as ""a place to have a mint julep."" Each of us said over and over that it was a ""crazy idea""—we all talked at once to a baffled clerk and thought, or pretended to think, that we were being very funny…",
834,7,Nick_narrator,"The room was large and stifling, and, though it was already four o’clock, opening the windows admitted only a gust of hot shrubbery from the Park. Daisy went to the mirror and stood with her back to us, fixing her hair.",
835,7,Nick_narrator,"whispered Jordan respectfully, and everyone laughed.",
836,7,Nick_narrator,"commanded Daisy, without turning around.",
837,7,Nick_narrator,said Tom impatiently.,
838,7,Nick_narrator,He unrolled the bottle of whisky from the towel and put it on the table.,
839,7,Nick_narrator,remarked Gatsby.,
840,7,Nick_narrator,"There was a moment of silence. The telephone book slipped from its nail and splashed to the floor, whereupon Jordan whispered, —but this time no one laughed.",
841,7,Nick_narrator,I offered.,
842,7,Nick_narrator,"Gatsby examined the parted string, muttered  in an interested way, and tossed the book on a chair.",
